user_id,session_id,age,device,pages_visited,session_duration,clicks,previous_visits,current_page,risk_score,dropped_off
1120,S01120,42,Desktop,5,670,20,2,Product,0.06742316637874707,0
1121,S01121,46,Desktop,6,319,28,6,Add to Cart,0.05,0
1122,S01122,43,Mobile,6,550,21,4,Add to Cart,0.05,0
1123,S01123,24,Desktop,5,396,6,9,Add to Cart,0.09638765233607689,0
1124,S01124,37,Desktop,2,65,2,2,Sign Up,0.223302692036548,0
1125,S01125,39,Mobile,6,92,20,4,Checkout,0.05,0
1126,S01126,56,Mobile,5,644,22,9,Add to Cart,0.05,0
1127,S01127,48,Mobile,4,355,6,2,Product,0.22783346538140797,0
1128,S01128,25,Desktop,2,535,18,2,Sign Up,0.3055599023767473,1
1129,S01129,33,Desktop,1,471,9,8,Home,0.17894472482381085,0
1130,S01130,26,Desktop,6,665,21,3,Checkout,0.05,0
1131,S01131,33,Desktop,2,773,2,1,Sign Up,0.08757085376896384,0
1132,S01132,49,Mobile,3,297,2,7,Sign Up,0.1367539409474079,0
1133,S01133,45,Desktop,2,518,18,7,Sign Up,0.11121577667302492,0
1134,S01134,29,Desktop,5,872,3,2,Product,0.05,0
1135,S01135,52,Mobile,4,491,3,2,Product,0.2731706029308306,1
1136,S01136,27,Mobile,3,90,25,2,Browse,0.05,0
1137,S01137,21,Desktop,5,316,12,6,Browse,0.05,0
1138,S01138,35,Desktop,4,357,10,6,Product,0.14255397224324085,0
1139,S01139,47,Mobile,4,352,20,0,Product,0.07670874878783696,1
1140,S01140,20,Mobile,3,147,29,6,Browse,0.05,0
1141,S01141,53,Mobile,2,328,14,8,Sign Up,0.05,0
1142,S01142,52,Tablet,3,350,28,8,Sign Up,0.05,0
1143,S01143,18,Mobile,2,573,14,1,Sign Up,0.21922558833874295,0
1144,S01144,28,Desktop,2,709,6,6,Sign Up,0.05,0
1145,S01145,34,Tablet,3,439,26,7,Browse,0.12148719138331791,0
1146,S01146,26,Desktop,4,592,26,7,Product,0.05,0
1147,S01147,23,Desktop,3,27,9,3,Browse,0.3007314646676377,0
1148,S01148,56,Desktop,3,332,28,0,Browse,0.20552897229077602,1
1149,S01149,32,Mobile,7,598,3,1,Purchase,0.06818205795811108,0
1150,S01150,27,Mobile,7,69,23,3,Purchase,0.05,0
1151,S01151,36,Mobile,1,314,19,9,Home,0.20076385434438945,0
1152,S01152,39,Desktop,4,487,12,5,Product,0.13381021250606956,0
1153,S01153,51,Mobile,1,895,5,0,Home,0.20252623927858296,0
1154,S01154,46,Mobile,5,229,16,9,Product,0.05,0
1155,S01155,48,Mobile,4,761,29,5,Browse,0.05,0
1156,S01156,49,Mobile,4,102,2,9,Browse,0.08973916642403942,0
1157,S01157,24,Mobile,3,438,13,7,Browse,0.1592596460283306,0
1158,S01158,45,Desktop,1,892,12,2,Home,0.16887915055205066,0
1159,S01159,41,Desktop,5,721,19,3,Add to Cart,0.05,0
1160,S01160,20,Mobile,2,372,16,9,Sign Up,0.12272656310345709,0
1161,S01161,29,Desktop,5,683,12,8,Add to Cart,0.05,0
1162,S01162,38,Desktop,5,92,1,9,Add to Cart,0.05,0
1163,S01163,23,Desktop,4,424,2,9,Product,0.13574350559858797,1
1164,S01164,49,Mobile,1,191,19,5,Home,0.1545390714530094,0
1165,S01165,58,Mobile,4,318,12,1,Browse,0.23723982486536643,1
1166,S01166,27,Mobile,6,673,17,4,Add to Cart,0.05,0
1167,S01167,59,Desktop,5,370,11,5,Product,0.14488978152479984,0
1168,S01168,41,Tablet,7,689,26,5,Purchase,0.05,0
1169,S01169,53,Desktop,5,709,24,1,Add to Cart,0.05,1
1170,S01170,33,Tablet,4,807,18,1,Product,0.12151795980999136,1
1171,S01171,38,Mobile,6,242,3,0,Add to Cart,0.22445358360374268,1
1172,S01172,40,Mobile,2,622,17,0,Home,0.15261246735203998,0
1173,S01173,20,Mobile,5,286,22,1,Add to Cart,0.1853344104235614,0
1174,S01174,55,Mobile,5,721,14,5,Add to Cart,0.05,1
1175,S01175,47,Desktop,1,526,25,7,Home,0.05,0
1176,S01176,47,Desktop,7,63,27,4,Checkout,0.05,0
1177,S01177,52,Desktop,3,538,18,1,Browse,0.08527958025336946,0
1178,S01178,39,Tablet,2,251,21,1,Home,0.056317023867407445,1
1179,S01179,58,Desktop,7,585,1,1,Product,0.05,0
1180,S01180,48,Mobile,2,302,8,8,Sign Up,0.17884096826002113,0
1181,S01181,32,Mobile,3,100,8,1,Sign Up,0.3335895934682471,1
1182,S01182,34,Desktop,6,697,3,0,Checkout,0.20270140399703218,0
1183,S01183,35,Desktop,3,803,26,9,Browse,0.05,0
1184,S01184,20,Mobile,1,328,29,5,Home,0.213294572587864,0
1185,S01185,59,Mobile,7,710,27,7,Add to Cart,0.05,0
1186,S01186,55,Mobile,1,136,17,9,Home,0.11051219344939908,0
1187,S01187,33,Mobile,2,824,26,3,Sign Up,0.05337188119646402,0
1188,S01188,19,Mobile,1,413,18,5,Home,0.3163830607382019,0
1189,S01189,18,Mobile,4,492,4,1,Product,0.28466400872849834,1
1190,S01190,32,Desktop,7,167,29,7,Purchase,0.05,0
1191,S01191,26,Mobile,4,29,26,3,Product,0.1315178513526629,0
1192,S01192,52,Desktop,5,278,15,4,Add to Cart,0.05,0
1193,S01193,50,Desktop,3,343,29,4,Browse,0.05,0
1194,S01194,18,Mobile,7,338,2,3,Purchase,0.08444315126034778,0
1195,S01195,20,Desktop,1,779,3,1,Home,0.29693598379598996,1
1196,S01196,54,Mobile,6,599,20,1,Checkout,0.05,0
1197,S01197,48,Mobile,7,352,23,9,Purchase,0.05,0
1198,S01198,24,Desktop,5,527,17,3,Product,0.0868257994684319,0
1199,S01199,44,Mobile,5,359,29,9,Add to Cart,0.07899251653756759,1
1200,S01200,50,Mobile,6,339,21,0,Checkout,0.21351755259979627,1
1201,S01201,50,Mobile,3,298,11,6,Browse,0.25372655783096676,0
1202,S01202,56,Desktop,5,440,17,9,Sign Up,0.05,0
1203,S01203,57,Mobile,7,836,17,9,Purchase,0.05,0
1204,S01204,43,Mobile,7,205,15,0,Purchase,0.07820905595901888,0
1205,S01205,26,Desktop,6,643,23,8,Checkout,0.05,0
1206,S01206,23,Desktop,5,61,3,0,Product,0.183337087908926,0
1207,S01207,36,Mobile,3,822,26,8,Browse,0.05,0
1208,S01208,43,Desktop,7,88,3,1,Purchase,0.05,0
1209,S01209,25,Mobile,5,135,4,1,Add to Cart,0.1639423446926107,1
1210,S01210,44,Mobile,3,92,5,2,Sign Up,0.19833282973329264,0
1211,S01211,23,Desktop,2,721,25,2,Sign Up,0.09058133891984038,0
1212,S01212,49,Mobile,1,722,25,3,Home,0.167845460519644,0
1213,S01213,56,Desktop,2,485,1,3,Sign Up,0.11704798077970369,1
1214,S01214,28,Desktop,6,400,29,8,Checkout,0.05,0
1215,S01215,41,Mobile,7,890,10,3,Purchase,0.05,0
1216,S01216,34,Tablet,5,252,15,4,Browse,0.1979288774992873,0
1217,S01217,53,Desktop,3,662,29,0,Browse,0.05,0
1218,S01218,20,Mobile,1,656,2,1,Home,0.261778504670824,1
1219,S01219,26,Desktop,5,812,6,9,Add to Cart,0.05,0
1220,S01220,37,Mobile,7,48,19,3,Purchase,0.05,0
1221,S01221,47,Desktop,4,663,18,7,Product,0.05,0
1222,S01222,30,Mobile,7,469,2,4,Purchase,0.05,0
1223,S01223,44,Desktop,2,660,6,1,Sign Up,0.35763082600831997,0
1224,S01224,36,Desktop,2,135,29,8,Sign Up,0.05,0
1225,S01225,44,Desktop,1,852,6,2,Home,0.3453635190151787,0
1226,S01226,26,Mobile,2,329,15,5,Sign Up,0.13644108819232048,0
1227,S01227,40,Mobile,5,190,19,7,Product,0.05,0
1228,S01228,27,Mobile,4,195,21,9,Product,0.05,0
1229,S01229,45,Desktop,5,683,12,0,Add to Cart,0.12348079403632156,0
1230,S01230,20,Mobile,7,542,10,1,Purchase,0.09680146219259546,0
1231,S01231,46,Desktop,5,503,3,3,Add to Cart,0.21899176466810666,0
1232,S01232,38,Desktop,4,848,16,3,Product,0.057098237115392095,0
1233,S01233,54,Mobile,7,257,7,5,Purchase,0.05,0
1234,S01234,35,Mobile,2,435,17,5,Sign Up,0.07501483075449528,0
1235,S01235,57,Desktop,7,886,6,8,Purchase,0.05,0
1236,S01236,23,Mobile,1,720,1,8,Home,0.09401370289842248,0
1237,S01237,49,Tablet,3,279,24,6,Browse,0.05,0
1238,S01238,57,Mobile,7,767,27,0,Checkout,0.06136854498911429,0
1239,S01239,26,Mobile,1,359,4,0,Home,0.1709607777853087,0
1240,S01240,32,Mobile,1,842,9,0,Home,0.3364443747981362,1
1241,S01241,30,Mobile,4,510,28,6,Product,0.05,0
1242,S01242,36,Desktop,6,395,14,4,Product,0.16046925052756975,1
1243,S01243,29,Mobile,6,889,23,4,Add to Cart,0.05,0
1244,S01244,52,Desktop,7,288,27,4,Add to Cart,0.05,0
1245,S01245,37,Desktop,3,224,14,7,Browse,0.19203889643694322,0
1246,S01246,22,Mobile,5,371,2,4,Add to Cart,0.1656745635839868,0
1247,S01247,48,Mobile,1,584,10,0,Home,0.24985241204823203,0
1248,S01248,21,Desktop,1,895,2,5,Home,0.13979988206348537,1
1249,S01249,37,Mobile,1,495,29,6,Home,0.10151193263468869,0
1250,S01250,38,Mobile,7,473,3,4,Purchase,0.05,0
1251,S01251,24,Mobile,7,49,22,8,Add to Cart,0.05,0
1252,S01252,18,Mobile,7,173,18,8,Checkout,0.05,0
1253,S01253,33,Desktop,5,222,6,2,Add to Cart,0.232952289750334,0
1254,S01254,40,Mobile,2,563,21,6,Sign Up,0.05,0
1255,S01255,20,Desktop,3,503,17,2,Sign Up,0.06545693892134337,0
1256,S01256,27,Desktop,6,842,14,0,Product,0.05,0
1257,S01257,35,Desktop,3,229,24,5,Browse,0.08991477214726439,0
1258,S01258,26,Mobile,4,135,24,1,Browse,0.07828516598152839,0
1259,S01259,34,Mobile,2,555,2,2,Sign Up,0.32911834891357544,0
1260,S01260,26,Desktop,3,253,23,2,Sign Up,0.30564763601351425,1
1261,S01261,27,Desktop,2,242,21,1,Sign Up,0.2793114875298448,0
1262,S01262,18,Mobile,2,276,20,5,Sign Up,0.11618090529131345,0
1263,S01263,24,Desktop,2,832,10,7,Sign Up,0.1850692658346049,0
1264,S01264,28,Mobile,6,244,19,6,Checkout,0.05,0
1265,S01265,51,Desktop,1,541,2,7,Home,0.25099926350754853,1
1266,S01266,59,Tablet,2,589,21,4,Sign Up,0.2145921967484586,0
1267,S01267,25,Mobile,6,644,8,4,Product,0.13370388702169012,0
1268,S01268,27,Mobile,1,150,14,3,Home,0.28076969919909006,0
1269,S01269,33,Mobile,4,825,6,1,Browse,0.10831285470555167,0
1270,S01270,18,Mobile,4,104,22,2,Product,0.13947228086883945,0
1271,S01271,40,Desktop,4,682,5,6,Browse,0.13732451668362455,0
1272,S01272,57,Desktop,5,24,28,4,Add to Cart,0.05,0
1273,S01273,48,Mobile,2,534,19,2,Sign Up,0.07805238752216395,1
1274,S01274,43,Mobile,1,57,15,8,Home,0.2045165434127691,0
1275,S01275,18,Mobile,3,36,16,7,Browse,0.10745995239909117,0
1276,S01276,53,Mobile,1,368,11,3,Home,0.33271825294509827,0
1277,S01277,55,Mobile,2,311,10,6,Home,0.273224182967661,0
1278,S01278,47,Desktop,6,713,14,3,Checkout,0.05,0
1279,S01279,46,Mobile,1,29,18,1,Home,0.3725858516792006,1
1280,S01280,26,Tablet,4,126,6,7,Product,0.2889574379416292,0
1281,S01281,19,Tablet,4,519,22,6,Product,0.05,0
1282,S01282,27,Mobile,5,115,10,9,Add to Cart,0.05,0
1283,S01283,41,Mobile,3,835,15,5,Browse,0.10171460276756289,0
1284,S01284,25,Desktop,7,833,5,4,Purchase,0.05,0
1285,S01285,25,Desktop,4,339,19,6,Product,0.05,0
1286,S01286,56,Desktop,3,50,13,8,Browse,0.16568816882512433,0
1287,S01287,50,Mobile,4,376,9,8,Browse,0.11606028514222481,0
1288,S01288,19,Desktop,2,636,8,9,Sign Up,0.10450857131018593,0
1289,S01289,37,Mobile,4,34,2,7,Product,0.17707895681215366,1
1290,S01290,48,Desktop,4,438,6,0,Product,0.24200685827549356,1
1291,S01291,32,Mobile,1,623,1,0,Home,0.3568357245847985,1
1292,S01292,43,Tablet,1,93,12,8,Home,0.2112436645682649,0
1293,S01293,29,Desktop,1,472,14,1,Home,0.41229380642034563,0
1294,S01294,53,Mobile,3,774,10,4,Sign Up,0.28761065967563354,1
1295,S01295,36,Desktop,4,145,12,1,Product,0.27224624901581457,0
1296,S01296,46,Mobile,1,43,29,5,Home,0.27268864596178405,0
1297,S01297,54,Desktop,7,657,11,7,Purchase,0.05,0
1298,S01298,23,Mobile,4,397,4,6,Browse,0.10405540206067143,0
1299,S01299,29,Mobile,2,551,2,3,Sign Up,0.16782922967795344,0
1300,S01300,32,Desktop,6,150,29,4,Checkout,0.05,0
1301,S01301,24,Desktop,4,106,25,1,Product,0.08168269552520231,0
1302,S01302,32,Desktop,6,421,16,1,Add to Cart,0.05,0
1303,S01303,22,Mobile,4,209,2,1,Product,0.2781093742434314,0
1304,S01304,56,Mobile,5,277,22,6,Product,0.172777395314878,0
1305,S01305,47,Mobile,3,200,7,6,Browse,0.3266898621003478,1
1306,S01306,31,Desktop,5,631,13,1,Product,0.05,0
1307,S01307,22,Desktop,2,238,16,3,Sign Up,0.3094557963610526,1
1308,S01308,37,Desktop,3,152,22,5,Browse,0.19546590252780838,0
1309,S01309,30,Desktop,1,672,24,3,Home,0.09962714044790563,0
1310,S01310,37,Desktop,6,701,11,4,Add to Cart,0.11634622119357482,0
1311,S01311,20,Desktop,6,839,26,5,Checkout,0.05,1
1312,S01312,44,Desktop,2,584,19,4,Home,0.21115636275425673,0
1313,S01313,49,Desktop,3,262,5,7,Browse,0.06834702267496191,0
1314,S01314,48,Mobile,2,101,25,6,Sign Up,0.19775841708947756,0
1315,S01315,50,Mobile,3,505,4,3,Browse,0.3812818622349936,0
1316,S01316,39,Desktop,3,150,24,7,Browse,0.14143573842330254,0
1317,S01317,57,Mobile,4,40,7,7,Product,0.05834668750478575,0
1318,S01318,18,Desktop,5,249,19,7,Product,0.05,0
1319,S01319,27,Desktop,5,235,7,4,Add to Cart,0.05,0
1320,S01320,57,Desktop,4,332,23,7,Product,0.05,0
1321,S01321,42,Mobile,2,770,20,1,Sign Up,0.27088178249327166,0
1322,S01322,46,Tablet,6,720,11,0,Checkout,0.1273470354913363,0
1323,S01323,21,Mobile,4,566,6,7,Browse,0.14385491024060942,0
1324,S01324,23,Mobile,4,809,27,5,Product,0.05,0
1325,S01325,59,Mobile,1,540,2,3,Home,0.18974686806638924,0
1326,S01326,45,Mobile,1,547,11,9,Home,0.16571371660774967,0
1327,S01327,27,Mobile,3,62,18,2,Browse,0.12669754822091078,0
1328,S01328,27,Mobile,5,381,22,0,Product,0.05,0
1329,S01329,58,Mobile,4,259,9,8,Browse,0.05,0
1330,S01330,41,Mobile,7,124,19,1,Purchase,0.05,0
1331,S01331,50,Mobile,1,897,10,7,Home,0.09797092570539216,1
1332,S01332,32,Mobile,7,372,20,2,Checkout,0.05,0
1333,S01333,46,Desktop,5,752,5,4,Product,0.05,0
1334,S01334,34,Desktop,5,41,6,5,Add to Cart,0.09938256399405956,0
1335,S01335,38,Mobile,6,322,21,3,Checkout,0.15418943925914427,0
1336,S01336,23,Desktop,5,794,1,2,Add to Cart,0.05,0
1337,S01337,50,Mobile,5,632,26,7,Product,0.051943368700425,0
1338,S01338,40,Mobile,1,720,5,2,Home,0.23274655277627423,1
1339,S01339,22,Tablet,4,68,6,9,Browse,0.1665181428958682,0
1340,S01340,39,Mobile,6,727,26,6,Checkout,0.05,0
1341,S01341,31,Mobile,3,528,28,9,Browse,0.05,0
1342,S01342,48,Mobile,6,116,27,6,Checkout,0.05,0
1343,S01343,44,Desktop,2,592,24,4,Sign Up,0.22308814509533176,0
1344,S01344,48,Desktop,6,46,9,8,Checkout,0.05,0
1345,S01345,32,Mobile,4,347,2,8,Browse,0.07927162872557396,0
1346,S01346,36,Mobile,1,477,18,6,Home,0.1426230514530307,0
1347,S01347,45,Mobile,4,709,1,2,Product,0.26502996282964714,0
1348,S01348,25,Desktop,1,387,12,8,Home,0.32241089169621195,0
1349,S01349,27,Desktop,2,502,27,2,Sign Up,0.14267253312699318,0
1350,S01350,22,Mobile,2,81,23,3,Sign Up,0.22948127710747712,1
1351,S01351,44,Mobile,1,108,14,6,Home,0.06888756607816765,0
1352,S01352,39,Mobile,5,457,12,9,Add to Cart,0.05,0
1353,S01353,32,Mobile,3,328,2,7,Browse,0.19366065772113072,0
1354,S01354,24,Desktop,1,317,23,3,Home,0.2864866624245568,0
1355,S01355,32,Mobile,5,165,20,1,Add to Cart,0.11185124400887392,0
1356,S01356,31,Mobile,5,192,6,5,Add to Cart,0.05,0
1357,S01357,37,Mobile,3,507,25,5,Browse,0.05,0
1358,S01358,31,Mobile,6,33,3,0,Checkout,0.13276787006311477,1
1359,S01359,56,Desktop,3,135,20,9,Browse,0.08606265224040276,0
1360,S01360,25,Desktop,5,598,4,4,Product,0.09364192841266317,0
1361,S01361,54,Desktop,2,677,11,6,Sign Up,0.11596127813069071,1
1362,S01362,51,Mobile,7,605,21,0,Checkout,0.05,0
1363,S01363,50,Mobile,3,284,8,7,Browse,0.1614990340233085,0
1364,S01364,43,Tablet,3,598,22,5,Browse,0.05,0
1365,S01365,56,Mobile,5,835,26,3,Add to Cart,0.05,0
1366,S01366,38,Mobile,1,260,24,9,Home,0.05584450706679622,0
1367,S01367,53,Mobile,7,53,2,9,Purchase,0.08734873384025521,0
1368,S01368,46,Desktop,6,426,28,3,Add to Cart,0.05,0
1369,S01369,41,Mobile,5,599,18,1,Add to Cart,0.05,0
1370,S01370,27,Mobile,1,161,4,9,Home,0.21076534654410065,0
1371,S01371,52,Tablet,7,374,2,8,Purchase,0.05,0
1372,S01372,51,Mobile,7,244,22,3,Checkout,0.06151981773218036,0
1373,S01373,44,Mobile,6,501,26,8,Add to Cart,0.05,0
1374,S01374,44,Mobile,6,71,15,3,Checkout,0.06906466244228891,0
1375,S01375,43,Tablet,2,623,10,1,Sign Up,0.051378595740755956,0
1376,S01376,46,Desktop,5,182,19,6,Browse,0.05,0
1377,S01377,43,Tablet,5,240,22,5,Add to Cart,0.05,0
1378,S01378,23,Mobile,4,546,2,0,Sign Up,0.08426482875651022,0
1379,S01379,55,Mobile,7,237,15,6,Add to Cart,0.05,0
1380,S01380,51,Mobile,1,537,2,0,Home,0.40194879240592013,0
1381,S01381,38,Tablet,2,773,10,8,Sign Up,0.05,0
1382,S01382,29,Mobile,4,153,21,1,Browse,0.05,0
1383,S01383,41,Mobile,5,759,18,0,Add to Cart,0.11940230434066752,0
1384,S01384,33,Desktop,3,410,20,7,Browse,0.1584132472414087,0
1385,S01385,55,Desktop,7,751,23,5,Add to Cart,0.05,0
1386,S01386,46,Mobile,6,817,28,1,Add to Cart,0.05,0
1387,S01387,53,Mobile,6,816,6,4,Checkout,0.05,0
1388,S01388,39,Mobile,3,763,3,6,Browse,0.18752684628648786,0
1389,S01389,33,Mobile,2,844,25,7,Sign Up,0.05,0
1390,S01390,21,Mobile,2,240,11,3,Home,0.2691070749405152,0
1391,S01391,38,Mobile,4,84,26,7,Product,0.11426648929430731,0
1392,S01392,28,Desktop,5,247,10,2,Add to Cart,0.2239048565243676,0
1393,S01393,24,Desktop,2,420,1,9,Sign Up,0.08169837028903187,0
1394,S01394,57,Mobile,4,379,3,2,Product,0.12260677715388647,0
1395,S01395,19,Mobile,3,840,20,0,Browse,0.07300069480756528,0
1396,S01396,54,Mobile,2,21,20,3,Sign Up,0.2788503553673729,0
1397,S01397,55,Mobile,5,752,26,3,Product,0.05,0
1398,S01398,44,Desktop,2,37,10,9,Sign Up,0.21778918712461037,0
1399,S01399,30,Desktop,2,494,21,1,Home,0.0848403243152056,0
1400,S01400,29,Mobile,2,420,18,7,Home,0.054544099159539054,1
1401,S01401,32,Mobile,4,407,4,6,Product,0.1472887787623367,0
1402,S01402,38,Desktop,4,472,1,0,Product,0.23337877381131594,0
1403,S01403,22,Desktop,3,520,15,4,Browse,0.14005200332322038,0
1404,S01404,19,Mobile,6,460,10,5,Add to Cart,0.05,0
1405,S01405,57,Desktop,6,721,9,2,Checkout,0.11857901848708768,0
1406,S01406,43,Mobile,7,47,28,6,Purchase,0.05,0
1407,S01407,25,Tablet,5,886,15,4,Add to Cart,0.05,0
1408,S01408,30,Tablet,1,122,10,7,Home,0.11441269629925717,0
1409,S01409,42,Desktop,2,537,2,2,Sign Up,0.2678442622736628,1
1410,S01410,47,Mobile,6,422,22,2,Checkout,0.09103825404505614,1
1411,S01411,29,Desktop,5,147,3,1,Add to Cart,0.35364948139196084,0
1412,S01412,56,Desktop,2,55,19,3,Sign Up,0.2724208507010878,1
1413,S01413,48,Mobile,3,828,26,3,Browse,0.11901536368595031,0
1414,S01414,36,Mobile,3,351,13,8,Browse,0.10657638397643479,0
1415,S01415,56,Mobile,1,421,11,4,Home,0.190995284944348,0
1416,S01416,33,Mobile,1,716,26,3,Home,0.19733795393473097,0
1417,S01417,40,Tablet,6,470,2,7,Add to Cart,0.05,0
1418,S01418,45,Mobile,4,872,14,5,Product,0.05,0
1419,S01419,24,Mobile,4,185,11,9,Product,0.17582639276897555,0
1420,S01420,57,Mobile,4,377,16,3,Sign Up,0.2106923353585703,0
1421,S01421,35,Mobile,4,309,9,8,Product,0.1037664549416499,0
1422,S01422,46,Mobile,3,880,6,0,Browse,0.11395268583146381,0
1423,S01423,50,Mobile,7,296,3,1,Purchase,0.1988467828824802,0
1424,S01424,38,Mobile,6,442,9,0,Checkout,0.10928525475445157,0
1425,S01425,41,Mobile,4,667,22,8,Product,0.05,0
1426,S01426,27,Mobile,5,152,11,5,Add to Cart,0.13187619533595848,0
1427,S01427,33,Mobile,1,97,24,4,Home,0.24664564795067498,0
1428,S01428,46,Mobile,7,302,11,6,Purchase,0.05,0
1429,S01429,54,Desktop,6,218,7,8,Checkout,0.05,0
1430,S01430,28,Desktop,2,678,7,1,Sign Up,0.2968533730615113,1
1431,S01431,41,Tablet,7,603,26,8,Purchase,0.05,0
1432,S01432,32,Tablet,5,495,1,5,Product,0.1814326651778136,0
1433,S01433,57,Tablet,3,257,15,3,Browse,0.11339530389934221,0
1434,S01434,35,Desktop,2,708,21,5,Sign Up,0.05,0
1435,S01435,49,Tablet,6,657,14,8,Checkout,0.05,0
1436,S01436,51,Desktop,7,440,13,0,Checkout,0.06691470618808912,0
1437,S01437,51,Mobile,3,249,1,1,Browse,0.3797818940126033,0
1438,S01438,58,Mobile,1,779,10,5,Home,0.166452962006663,0
1439,S01439,57,Desktop,5,154,13,0,Add to Cart,0.15068550451113139,0
1440,S01440,34,Desktop,3,253,24,5,Browse,0.14900220126579705,0
1441,S01441,40,Desktop,3,872,27,0,Browse,0.16946574720129784,0
1442,S01442,45,Mobile,4,393,14,1,Browse,0.19778951483349158,0
1443,S01443,32,Desktop,1,781,14,4,Home,0.24703703520371348,0
1444,S01444,20,Mobile,3,881,9,5,Sign Up,0.05,0
1445,S01445,35,Mobile,6,28,4,4,Product,0.05,0
1446,S01446,58,Tablet,1,468,10,6,Home,0.14106080418466868,0
1447,S01447,42,Desktop,1,22,28,2,Home,0.2330040135398988,1
1448,S01448,24,Mobile,2,443,21,2,Home,0.183120326904978,1
1449,S01449,40,Mobile,1,232,23,8,Home,0.1456902559946205,0
1450,S01450,22,Mobile,2,139,27,6,Sign Up,0.2091253046101753,0
1451,S01451,29,Mobile,5,105,8,0,Browse,0.17453528703545804,0
1452,S01452,52,Mobile,4,537,28,6,Browse,0.05,0
1453,S01453,26,Mobile,6,801,26,0,Add to Cart,0.05,0
1454,S01454,58,Mobile,3,581,5,7,Browse,0.05,0
1455,S01455,19,Mobile,3,443,2,2,Browse,0.2285118542365381,0
1456,S01456,34,Desktop,5,72,16,5,Add to Cart,0.05,0
1457,S01457,48,Mobile,4,690,6,9,Product,0.08153968006211823,0
1458,S01458,42,Mobile,1,101,13,4,Home,0.23923182085353822,0
1459,S01459,28,Mobile,6,216,18,6,Checkout,0.05,0
1460,S01460,59,Mobile,3,52,20,8,Browse,0.05,0
1461,S01461,27,Tablet,3,793,27,4,Browse,0.1401650212711431,0
1462,S01462,58,Desktop,2,745,15,0,Home,0.20440843208585083,0
1463,S01463,48,Mobile,5,835,8,1,Product,0.13924217930097765,1
1464,S01464,55,Mobile,4,520,3,3,Product,0.2997340290035996,0
1465,S01465,20,Desktop,7,315,26,0,Purchase,0.05,0
1466,S01466,59,Mobile,7,353,11,6,Purchase,0.05,0
1467,S01467,43,Mobile,7,449,17,2,Product,0.13107320018746027,0
1468,S01468,59,Mobile,1,684,10,9,Home,0.05,0
1469,S01469,26,Mobile,7,535,13,5,Purchase,0.05,0
1470,S01470,32,Mobile,1,36,24,1,Home,0.3056255061424579,0
1471,S01471,36,Mobile,5,206,18,7,Add to Cart,0.07771878724734077,0
1472,S01472,41,Mobile,7,519,9,2,Purchase,0.05,0
1473,S01473,55,Desktop,4,896,17,0,Product,0.05,0
1474,S01474,28,Desktop,1,796,28,1,Home,0.10541971903180566,0
1475,S01475,19,Mobile,2,662,4,5,Home,0.24917346436576504,1
1476,S01476,38,Desktop,4,168,4,7,Product,0.05,0
1477,S01477,28,Tablet,2,52,11,2,Sign Up,0.3872043592931767,0
1478,S01478,43,Mobile,7,768,4,5,Checkout,0.05,0
1479,S01479,33,Mobile,4,502,6,3,Product,0.32121932893275634,0
1480,S01480,32,Mobile,1,818,19,8,Home,0.08737628771434268,0
1481,S01481,26,Desktop,2,92,19,2,Sign Up,0.3308747908621541,0
1482,S01482,38,Desktop,1,677,17,1,Home,0.29100541575752903,0
1483,S01483,27,Mobile,5,75,23,3,Product,0.08403149994745573,0
1484,S01484,24,Mobile,4,535,11,7,Product,0.05,0
1485,S01485,52,Mobile,4,896,20,0,Product,0.20126551042720794,1
1486,S01486,29,Mobile,6,628,14,7,Checkout,0.05,0
1487,S01487,21,Mobile,3,656,13,8,Browse,0.051410884457300625,0
1488,S01488,20,Mobile,1,862,29,7,Home,0.10817531266780762,0
1489,S01489,52,Desktop,7,716,19,2,Purchase,0.05,0
1490,S01490,59,Tablet,2,206,8,5,Sign Up,0.11714189549091301,0
1491,S01491,32,Tablet,6,783,9,2,Checkout,0.09277992295326298,0
1492,S01492,46,Desktop,3,386,8,3,Browse,0.17273315807144682,0
1493,S01493,42,Mobile,7,259,11,9,Purchase,0.05,0
1494,S01494,29,Mobile,1,263,23,7,Home,0.05,0
1495,S01495,34,Desktop,3,826,1,8,Browse,0.05,0
1496,S01496,24,Desktop,7,630,23,5,Purchase,0.05,0
1497,S01497,44,Mobile,1,361,18,1,Home,0.42167568991807663,1
1498,S01498,25,Desktop,7,756,12,8,Checkout,0.05,1
1499,S01499,43,Mobile,5,656,20,4,Add to Cart,0.05,0
1500,S01500,48,Mobile,2,104,12,6,Sign Up,0.10600935077707675,0
1501,S01501,20,Tablet,7,569,1,3,Purchase,0.05,0
1502,S01502,53,Desktop,2,90,15,5,Home,0.116126603255157,1
1503,S01503,18,Mobile,2,799,12,4,Home,0.17267768217881824,0
1504,S01504,49,Desktop,7,655,21,6,Checkout,0.06880896869795677,0
1505,S01505,28,Mobile,5,220,6,0,Add to Cart,0.244839892643074,0
1506,S01506,47,Mobile,6,827,19,3,Checkout,0.05,0
1507,S01507,30,Tablet,7,599,29,0,Add to Cart,0.05,0
1508,S01508,29,Mobile,5,810,21,4,Add to Cart,0.05,0
1509,S01509,26,Mobile,7,352,10,9,Checkout,0.05,0
1510,S01510,48,Mobile,3,684,4,1,Browse,0.24433181768563364,0
